OBJECTID,AQI,Category,ResponsiblePollutant,PollenCount,PollenType,PollenDescription,ReportDateTime,Date,Week,Month,DayOfWeek,AQI_Level,Pollen_Level
4997,38,Good,PM2.5,2,Grass, Poplar,6/13/2014 5:00,6/13/2014,24,6,Friday,Good,Low
4998,33,Good,Ozone 8-hr,3,Cedar, Grass,6/12/2014 5:00,6/12/2014,24,6,Thursday,Good,Low
4999,25,Good,Ozone 8-hr,2,Cedar, Grass,6/11/2014 5:00,6/11/2014,24,6,Wednesday,Good,Low
5000,53,Moderate,PM2.5,0,Cedar, Grass,6/10/2014 5:00,6/10/2014,24,6,Tuesday,Moderate,Low
5001,64,Moderate,PM2.5,22,Grass,Heavy,7/12/2006 5:00,7/12/2006,28,7,Wednesday,Moderate,High
5002,60,Moderate,PM2.5,20,Grass,Heavy,7/11/2006 5:00,7/11/2006,28,7,Tuesday,Moderate,High
5003,77,Moderate,PM2.5,0,Unknown,Not on file,7/10/2006 5:00,7/10/2006,28,7,Monday,Moderate,Low
5004,75,Moderate,PM2.5,0,Unknown,Not on file,7/9/2006 5:00,7/9/2006,27,7,Sunday,Moderate,Low
5005,45,Good,PM2.5,0,Unknown,Not on file,7/8/2006 5:00,7/8/2006,27,7,Saturday,Good,Low
5006,34,Good,Ozone 8-hr,22,Grass,Heavy,7/7/2006 5:00,7/7/2006,27,7,Friday,Good,High
5007,34,Good,PM2.5,13,Grass,Moderate,7/6/2006 5:00,7/6/2006,27,7,Thursday,Good,Moderate
5008,70,Moderate,PM2.5,1,Grass,Slight,7/5/2006 5:00,7/5/2006,27,7,Wednesday,Moderate,Low
5009,85,Moderate,Ozone 8-hr,0,Unknown,Not on file,7/4/2006 5:00,7/4/2006,27,7,Tuesday,Moderate,Low
5010,68,Moderate,PM2.5,2,Grass,Slight,7/3/2006 5:00,7/3/2006,27,7,Monday,Moderate,Low
5011,61,Moderate,Ozone 8-hr,0,Unknown,Not on file,7/2/2006 5:00,7/2/2006,26,7,Sunday,Moderate,Low
5012,72,Moderate,PM2.5,0,Unknown,Not on file,7/1/2006 5:00,7/1/2006,26,7,Saturday,Moderate,Low
5013,54,Moderate,PM2.5,1,Grass,Slight,6/30/2006 5:00,6/30/2006,26,6,Friday,Moderate,Low
5014,60,Moderate,PM2.5,2,Grass,Slight,6/29/2006 5:00,6/29/2006,26,6,Thursday,Moderate,Low
5015,57,Moderate,PM2.5,1,Grass,Slight,6/28/2006 5:00,6/28/2006,26,6,Wednesday,Moderate,Low
5016,71,Moderate,PM2.5,6,Grass,Moderate,6/27/2006 5:00,6/27/2006,26,6,Tuesday,Moderate,Moderate
5017,75,Moderate,PM2.5,4,Grass,Slight,6/26/2006 5:00,6/26/2006,26,6,Monday,Moderate,Low
5018,62,Moderate,PM2.5,0,Unknown,Not on file,6/25/2006 5:00,6/25/2006,25,6,Sunday,Moderate,Low
5019,48,Good,PM2.5,0,Unknown,Not on file,6/24/2006 5:00,6/24/2006,25,6,Saturday,Good,Low
5020,72,Moderate,Ozone 8-hr,5,Grass,Slight,6/23/2006 5:00,6/23/2006,25,6,Friday,Moderate,Low
5021,55,Moderate,PM2.5,3,Grass,Slight,6/22/2006 5:00,6/22/2006,25,6,Thursday,Moderate,Low
5022,57,Moderate,PM2.5,1,Grass,Slight,6/21/2006 5:00,6/21/2006,25,6,Wednesday,Moderate,Low
5023,39,Good,PM2.5,1,Grass,Slight,6/20/2006 5:00,6/20/2006,25,6,Tuesday,Good,Low
5025,38,Good,Ozone 8-hr,15,Grass, Ragweed,9/27/2011 5:00,9/27/2011,39,9,Tuesday,Good,Moderate
5026,58,Moderate,PM2.5,1,Grass,Slight,6/19/2006 5:00,6/19/2006,25,6,Monday,Moderate,Low
5027,83,Moderate,PM2.5,0,Unknown,Not on file,6/18/2006 5:00,6/18/2006,24,6,Sunday,Moderate,Low
5028,40,Good,Ozone 8-hr,5,Grass, Ragweed,9/26/2011 5:00,9/26/2011,39,9,Monday,Good,Low
5029,69,Moderate,Ozone 8-hr,0,Unknown,Not on file,6/17/2006 5:00,6/17/2006,24,6,Saturday,Moderate,Low
5030,34,Good,Ozone 8-hr,0,Unknown,Not on file,9/25/2011 5:00,9/25/2011,38,9,Sunday,Good,Low
5031,62,Moderate,PM2.5,1,Grass,Slight,6/16/2006 5:00,6/16/2006,24,6,Friday,Moderate,Low
5032,61,Moderate,PM2.5,0,Unknown,Not on file,1/23/2009 6:00,1/23/2009,4,1,Friday,Moderate,Low
5033,29,Good,PM2.5,0,Unknown,Not on file,9/24/2011 5:00,9/24/2011,38,9,Saturday,Good,Low
5034,39,Good,Ozone 8-hr,10,Grass, Ragweed,9/23/2011 5:00,9/23/2011,38,9,Friday,Good,Moderate
5035,31,Good,PM2.5,8,Grass, Ragweed,9/22/2011 5:00,9/22/2011,38,9,Thursday,Good,Moderate
5036,28,Good,PM2.5,4,Grass, Ragweed,9/21/2011 5:00,9/21/2011,38,9,Wednesday,Good,Low
5037,30,Good,Ozone 8-hr,23,Grass, Ragweed,9/20/2011 5:00,9/20/2011,38,9,Tuesday,Good,High
5038,41,Good,PM2.5,48,Grass, Ragweed,9/19/2011 5:00,9/19/2011,38,9,Monday,Good,Very High
5039,42,Good,Ozone 8-hr,0,Unknown,Not on file,9/18/2011 5:00,9/18/2011,37,9,Sunday,Good,Low
5040,27,Good,Ozone 8-hr,0,Unknown,Not on file,9/17/2011 5:00,9/17/2011,37,9,Saturday,Good,Low
5041,27,Good,Ozone 8-hr,34,Grass, Ragweed,9/16/2011 5:00,9/16/2011,37,9,Friday,Good,Very High
5042,46,Good,PM2.5,43,Grass, Ragweed,9/15/2011 5:00,9/15/2011,37,9,Thursday,Good,Very High
5043,53,Moderate,PM2.5,35,Grass, Ragweed,9/14/2011 5:00,9/14/2011,37,9,Wednesday,Moderate,Very High
5044,47,Good,Ozone 8-hr,15,Grass, Ragweed,9/13/2011 5:00,9/13/2011,37,9,Tuesday,Good,Moderate
5045,44,Good,Ozone 8-hr,26,Grass, Ragweed,9/12/2011 5:00,9/12/2011,37,9,Monday,Good,High
5046,41,Good,PM2.5,0,Unknown,Not on file,9/11/2011 5:00,9/11/2011,36,9,Sunday,Good,Low
5047,39,Good,Ozone 8-hr,0,Unknown,Not on file,9/10/2011 5:00,9/10/2011,36,9,Saturday,Good,Low
5048,22,Good,Ozone 8-hr,25,Grass, Ragweed,9/9/2011 5:00,9/9/2011,36,9,Friday,Good,High
5049,27,Good,PM2.5,23,Grass, Ragweed,9/8/2011 5:00,9/8/2011,36,9,Thursday,Good,High
5050,17,Good,Ozone 8-hr,5,Grass, Ragweed,9/7/2011 5:00,9/7/2011,36,9,Wednesday,Good,Low
5051,28,Good,Ozone 8-hr,8,Grass, Ragweed,9/6/2011 5:00,9/6/2011,36,9,Tuesday,Good,Moderate
5052,38,Good,PM2.5,0,Unknown,Not on file,9/5/2011 5:00,9/5/2011,36,9,Monday,Good,Low
5053,101,Unhealthy for Sensitive Groups,Ozone 8-hr,0,Unknown,Not on file,9/4/2011 5:00,9/4/2011,35,9,Sunday,Unhealthy (Sensitive),Low
5054,71,Moderate,Ozone 8-hr,0,Unknown,Not on file,9/3/2011 5:00,9/3/2011,35,9,Saturday,Moderate,Low
5055,67,Moderate,Ozone 8-hr,11,Grass, Ragweed,9/2/2011 5:00,9/2/2011,35,9,Friday,Moderate,Moderate
5056,70,Moderate,PM2.5,16,Grass, Ragweed,9/1/2011 5:00,9/1/2011,35,9,Thursday,Moderate,High
5057,49,Good,Ozone 8-hr,12,Grass, Ragweed,8/31/2011 5:00,8/31/2011,35,8,Wednesday,Good,Moderate
5059,45,Good,Ozone 8-hr,31,Grass, Ragweed,8/30/2011 5:00,8/30/2011,35,8,Tuesday,Good,Very High
5060,58,Moderate,PM2.5,27,Grass, Ragweed,8/29/2011 5:00,8/29/2011,35,8,Monday,Moderate,High
5061,52,Moderate,PM2.5,0,Unknown,Not on file,8/28/2011 5:00,8/28/2011,34,8,Sunday,Moderate,Low
5062,58,Moderate,Ozone 8-hr,0,Unknown,Not on file,8/27/2011 5:00,8/27/2011,34,8,Saturday,Moderate,Low
5063,80,Moderate,Ozone 8-hr,7,Grass, Ragweed,8/26/2011 5:00,8/26/2011,34,8,Friday,Moderate,Moderate
5064,58,Moderate,Ozone 8-hr,8,Grass, Ragweed,8/25/2011 5:00,8/25/2011,34,8,Thursday,Moderate,Moderate
5065,77,Moderate,Ozone 8-hr,11,Grass, Ragweed,8/24/2011 5:00,8/24/2011,34,8,Wednesday,Moderate,Moderate
5066,43,Good,Ozone 8-hr,13,Grass, Ragweed,8/23/2011 5:00,8/23/2011,34,8,Tuesday,Good,Moderate
5067,47,Good,Ozone 8-hr,20,Grass, Ragweed,8/22/2011 5:00,8/22/2011,34,8,Monday,Good,High
5068,71,Moderate,Ozone 8-hr,0,Unknown,Not on file,8/21/2011 5:00,8/21/2011,33,8,Sunday,Moderate,Low
5069,51,Moderate,Ozone 8-hr,0,Unknown,Not on file,8/20/2011 5:00,8/20/2011,33,8,Saturday,Moderate,Low
5070,106,Unhealthy for Sensitive Groups,Ozone 8-hr,9,Grass, Ragweed,8/19/2011 5:00,8/19/2011,33,8,Friday,Unhealthy (Sensitive),Moderate
5071,87,Moderate,Ozone 8-hr,6,Grass, Ragweed,8/18/2011 5:00,8/18/2011,33,8,Thursday,Moderate,Moderate
5072,64,Moderate,Ozone 8-hr,6,Grass, Ragweed,8/17/2011 5:00,8/17/2011,33,8,Wednesday,Moderate,Moderate
5073,42,Good,Ozone 8-hr,7,Grass, Ragweed,8/16/2011 5:00,8/16/2011,33,8,Tuesday,Good,Moderate
5074,41,Good,Ozone 8-hr,5,Grass, Ragweed,8/15/2011 5:00,8/15/2011,33,8,Monday,Good,Low
5075,50,Good,Ozone 8-hr,0,Unknown,Not on file,8/14/2011 5:00,8/14/2011,32,8,Sunday,Good,Low
5076,67,Moderate,Ozone 8-hr,0,Unknown,Not on file,8/13/2011 5:00,8/13/2011,32,8,Saturday,Moderate,Low
5077,51,Moderate,PM2.5,1,Grass,Slight,8/12/2011 5:00,8/12/2011,32,8,Friday,Moderate,Low
5078,41,Good,Ozone 8-hr,1,Grass,Slight,8/11/2011 5:00,8/11/2011,32,8,Thursday,Good,Low
5079,43,Good,Ozone 8-hr,3,Grass,Slight,8/10/2011 5:00,8/10/2011,32,8,Wednesday,Good,Low
5080,47,Good,Ozone 8-hr,3,Grass,Slight,8/9/2011 5:00,8/9/2011,32,8,Tuesday,Good,Low
5081,41,Good,Ozone 8-hr,3,Grass,Slight,8/8/2011 5:00,8/8/2011,32,8,Monday,Good,Low
5082,39,Good,PM2.5,0,Unknown,Not on file,8/7/2011 5:00,8/7/2011,31,8,Sunday,Good,Low
5083,51,Moderate,PM2.5,0,Unknown,Not on file,8/6/2011 5:00,8/6/2011,31,8,Saturday,Moderate,Low
5084,56,Moderate,PM2.5,5,Grass,Slight,8/5/2011 5:00,8/5/2011,31,8,Friday,Moderate,Low
5085,51,Moderate,Ozone 8-hr,9,Grass,Moderate,8/4/2011 5:00,8/4/2011,31,8,Thursday,Moderate,Moderate
5086,124,Unhealthy for Sensitive Groups,Ozone 8-hr,8,Grass,Moderate,8/3/2011 5:00,8/3/2011,31,8,Wednesday,Unhealthy (Sensitive),Moderate
5087,54,Moderate,Ozone 8-hr,9,Grass,Moderate,8/2/2011 5:00,8/2/2011,31,8,Tuesday,Moderate,Moderate
5088,45,Good,Ozone 8-hr,14,Grass,Moderate,8/1/2011 5:00,8/1/2011,31,8,Monday,Good,Moderate
5089,31,Good,Ozone 8-hr,0,Unknown,Not on file,7/31/2011 5:00,7/31/2011,30,7,Sunday,Good,Low
5090,33,Good,Ozone 8-hr,0,Unknown,Not on file,7/30/2011 5:00,7/30/2011,30,7,Saturday,Good,Low
5091,50,Good,Ozone 8-hr,9,Grass,Moderate,7/29/2011 5:00,7/29/2011,30,7,Friday,Good,Moderate
5092,44,Good,Ozone 8-hr,10,Grass,Moderate,7/28/2011 5:00,7/28/2011,30,7,Thursday,Good,Moderate
5093,77,Moderate,Ozone 8-hr,11,Grass,Moderate,7/27/2011 5:00,7/27/2011,30,7,Wednesday,Moderate,Moderate
5094,48,Good,Ozone 8-hr,13,Grass,Moderate,7/26/2011 5:00,7/26/2011,30,7,Tuesday,Good,Moderate
5095,30,Good,Ozone 8-hr,28,Grass,Extremely Heavy,7/25/2011 5:00,7/25/2011,30,7,Monday,Good,High
5096,31,Good,Ozone 8-hr,0,Unknown,Not on file,7/24/2011 5:00,7/24/2011,29,7,Sunday,Good,Low
5098,46,Good,Ozone 8-hr,0,Unknown,Not on file,7/23/2011 5:00,7/23/2011,29,7,Saturday,Good,Low
5099,48,Good,Ozone 8-hr,14,Grass,Moderate,7/22/2011 5:00,7/22/2011,29,7,Friday,Good,Moderate
5100,46,Good,PM2.5,48,Grass,Extremely Heavy,7/21/2011 5:00,7/21/2011,29,7,Thursday,Good,Very High
5101,43,Good,Ozone 8-hr,17,Grass,Heavy,7/20/2011 5:00,7/20/2011,29,7,Wednesday,Good,High
5102,47,Good,Ozone 8-hr,13,Grass,Moderate,7/19/2011 5:00,7/19/2011,29,7,Tuesday,Good,Moderate
5103,38,Good,Ozone 8-hr,16,Grass,Heavy,7/18/2011 5:00,7/18/2011,29,7,Monday,Good,High
5104,48,Good,Ozone 8-hr,0,Unknown,Not on file,7/17/2011 5:00,7/17/2011,28,7,Sunday,Good,Low
5105,37,Good,Ozone 8-hr,0,Unknown,Not on file,7/16/2011 5:00,7/16/2011,28,7,Saturday,Good,Low
5106,46,Good,PM2.5,19,Grass,Heavy,7/15/2011 5:00,7/15/2011,28,7,Friday,Good,High
5107,50,Good,Ozone 8-hr,19,Grass,Heavy,7/14/2011 5:00,7/14/2011,28,7,Thursday,Good,High
5108,48,Good,Ozone 8-hr,39,Grass,Extremely Heavy,7/13/2011 5:00,7/13/2011,28,7,Wednesday,Good,Very High
5110,54,Moderate,PM2.5,23,Grass,Heavy,7/12/2011 5:00,7/12/2011,28,7,Tuesday,Moderate,High
5111,58,Moderate,Ozone 8-hr,16,Grass,Heavy,7/11/2011 5:00,7/11/2011,28,7,Monday,Moderate,High
5112,46,Good,Ozone 8-hr,0,Unknown,Not on file,7/10/2011 5:00,7/10/2011,27,7,Sunday,Good,Low
5113,39,Good,Ozone 8-hr,0,Unknown,Not on file,7/9/2011 5:00,7/9/2011,27,7,Saturday,Good,Low
5114,44,Good,Ozone 8-hr,17,Grass,Heavy,7/8/2011 5:00,7/8/2011,27,7,Friday,Good,High
5115,46,Good,Ozone 8-hr,23,Grass,Heavy,7/7/2011 5:00,7/7/2011,27,7,Thursday,Good,High
5116,51,Moderate,PM2.5,45,Grass,Extremely Heavy,7/6/2011 5:00,7/6/2011,27,7,Wednesday,Moderate,Very High
5117,43,Good,PM2.5,100,Grass,Extremely Heavy,7/5/2011 5:00,7/5/2011,27,7,Tuesday,Good,Very High
5118,71,Moderate,Ozone 8-hr,0,Unknown,Not on file,7/4/2011 5:00,7/4/2011,27,7,Monday,Moderate,Low
5119,74,Moderate,Ozone 8-hr,0,Unknown,Not on file,7/3/2011 5:00,7/3/2011,26,7,Sunday,Moderate,Low
5120,84,Moderate,Ozone 8-hr,0,Unknown,Not on file,7/2/2011 5:00,7/2/2011,26,7,Saturday,Moderate,Low
5121,47,Good,Ozone 8-hr,8,Grass,Moderate,7/1/2011 5:00,7/1/2011,26,7,Friday,Good,Moderate
5122,50,Good,Ozone 8-hr,4,Grass,Slight,6/30/2011 5:00,6/30/2011,26,6,Thursday,Good,Low
5123,44,Good,PM2.5,32,Grass,Extremely Heavy,6/29/2011 5:00,6/29/2011,26,6,Wednesday,Good,Very High
5124,39,Good,PM2.5,3,Grass,Slight,6/28/2011 5:00,6/28/2011,26,6,Tuesday,Good,Low
5125,49,Good,Ozone 8-hr,4,Grass,Slight,6/27/2011 5:00,6/27/2011,26,6,Monday,Good,Low
5126,45,Good,PM2.5,0,Unknown,Not on file,6/26/2011 5:00,6/26/2011,25,6,Sunday,Good,Low
5127,44,Good,Ozone 8-hr,0,Unknown,Not on file,6/25/2011 5:00,6/25/2011,25,6,Saturday,Good,Low
5128,47,Good,Ozone 8-hr,23,Grass,Heavy,6/24/2011 5:00,6/24/2011,25,6,Friday,Good,High
5129,26,Good,PM2.5,11,Grass,Moderate,6/23/2011 5:00,6/23/2011,25,6,Thursday,Good,Moderate
5130,36,Good,PM2.5,6,Grass,Moderate,6/22/2011 5:00,6/22/2011,25,6,Wednesday,Good,Moderate
5131,37,Good,PM2.5,4,Grass,Slight,6/21/2011 5:00,6/21/2011,25,6,Tuesday,Good,Low
5132,35,Good,PM2.5,7,Grass,Moderate,6/20/2011 5:00,6/20/2011,25,6,Monday,Good,Moderate
5133,36,Good,Ozone 8-hr,0,Unknown,Not on file,6/19/2011 5:00,6/19/2011,24,6,Sunday,Good,Low
5134,45,Good,Ozone 8-hr,0,Unknown,Not on file,6/18/2011 5:00,6/18/2011,24,6,Saturday,Good,Low
5135,74,Moderate,Ozone 8-hr,6,Grass,Moderate,6/17/2011 5:00,6/17/2011,24,6,Friday,Moderate,Moderate
5136,44,Good,PM2.5,5,Grass,Slight,6/16/2011 5:00,6/16/2011,24,6,Thursday,Good,Low
5137,47,Good,PM2.5,7,Grass,Moderate,6/15/2011 5:00,6/15/2011,24,6,Wednesday,Good,Moderate
5138,61,Moderate,Ozone 8-hr,8,Grass,Moderate,6/14/2011 5:00,6/14/2011,24,6,Tuesday,Moderate,Moderate
5139,59,Moderate,PM2.5,5,Grass,Slight,6/13/2011 5:00,6/13/2011,24,6,Monday,Moderate,Low
5140,84,Moderate,Ozone 8-hr,0,Unknown,Not on file,6/12/2011 5:00,6/12/2011,23,6,Sunday,Moderate,Low
5141,80,Moderate,Ozone 8-hr,0,Unknown,Not on file,6/11/2011 5:00,6/11/2011,23,6,Saturday,Moderate,Low
5142,51,Moderate,Ozone 8-hr,3,Grass,Slight,6/10/2011 5:00,6/10/2011,23,6,Friday,Moderate,Low
5143,52,Moderate,PM2.5,1,Grass,Slight,6/9/2011 5:00,6/9/2011,23,6,Thursday,Moderate,Low
5144,59,Moderate,PM2.5,5,Grass,Slight,6/8/2011 5:00,6/8/2011,23,6,Wednesday,Moderate,Low
5145,61,Moderate,PM2.5,2,Grass,Slight,6/7/2011 5:00,6/7/2011,23,6,Tuesday,Moderate,Low
5146,67,Moderate,PM2.5,3,Grass,Slight,6/6/2011 5:00,6/6/2011,23,6,Monday,Moderate,Low
5147,80,Moderate,Ozone 8-hr,0,Unknown,Not on file,6/5/2011 5:00,6/5/2011,22,6,Sunday,Moderate,Low
5148,62,Moderate,PM2.5,0,Unknown,Not on file,6/4/2011 5:00,6/4/2011,22,6,Saturday,Moderate,Low
5149,63,Moderate,PM2.5,10,Grass,Moderate,6/3/2011 5:00,6/3/2011,22,6,Friday,Moderate,Moderate
5150,63,Moderate,PM2.5,10,Grass,Moderate,6/3/2011 5:00,6/3/2011,22,6,Friday,Moderate,Moderate
5151,58,Moderate,PM2.5,6,Grass,Moderate,6/2/2011 5:00,6/2/2011,22,6,Thursday,Moderate,Moderate
5152,83,Moderate,PM2.5,8,Grass,Moderate,6/1/2011 5:00,6/1/2011,22,6,Wednesday,Moderate,Moderate
5153,69,Moderate,PM2.5,2,Grass, Oak,5/31/2011 5:00,5/31/2011,22,5,Tuesday,Moderate,Low
5154,62,Moderate,PM2.5,0,Unknown,Not on file,5/30/2011 5:00,5/30/2011,22,5,Monday,Moderate,Low
5155,47,Good,Ozone 8-hr,0,Unknown,Not on file,5/29/2011 5:00,5/29/2011,21,5,Sunday,Good,Low
5156,27,Good,Ozone 8-hr,0,Unknown,Not on file,5/28/2011 5:00,5/28/2011,21,5,Saturday,Good,Low
5157,42,Good,PM2.5,3,Grass, Oak,5/27/2011 5:00,5/27/2011,21,5,Friday,Good,Low
5158,57,Moderate,PM2.5,2,Grass, Oak,5/26/2011 5:00,5/26/2011,21,5,Thursday,Moderate,Low
5159,27,Good,Ozone 8-hr,7,Grass, Oak,5/25/2011 5:00,5/25/2011,21,5,Wednesday,Good,Moderate
5160,34,Good,PM2.5,4,Grass, Oak,5/24/2011 5:00,5/24/2011,21,5,Tuesday,Good,Low
5161,36,Good,PM2.5,9,Grass, Oak,5/23/2011 5:00,5/23/2011,21,5,Monday,Good,Moderate
5162,59,Moderate,PM2.5,0,Unknown,Not on file,5/22/2011 5:00,5/22/2011,20,5,Sunday,Moderate,Low
5163,61,Moderate,Ozone 8-hr,0,Unknown,Not on file,5/21/2011 5:00,5/21/2011,20,5,Saturday,Moderate,Low
5164,40,Good,PM2.5,15,Grass, Oak,5/20/2011 5:00,5/20/2011,20,5,Friday,Good,Moderate
5165,36,Good,PM2.5,6,Grass, Oak,5/19/2011 5:00,5/19/2011,20,5,Thursday,Good,Moderate
5166,30,Good,PM2.5,19,Grass, Oak,5/18/2011 5:00,5/18/2011,20,5,Wednesday,Good,High
5167,18,Good,PM2.5,25,Grass, Oak,5/17/2011 5:00,5/17/2011,20,5,Tuesday,Good,High
5168,16,Good,PM2.5,14,Grass, Oak,5/16/2011 5:00,5/16/2011,20,5,Monday,Good,Moderate
5169,33,Good,Ozone 8-hr,0,Unknown,Not on file,5/15/2011 5:00,5/15/2011,19,5,Sunday,Good,Low
5170,32,Good,Ozone 8-hr,0,Unknown,Not on file,5/14/2011 5:00,5/14/2011,19,5,Saturday,Good,Low
5171,50,Good,PM2.5,9,Cedar, Grass,5/13/2011 5:00,5/13/2011,19,5,Friday,Good,Moderate
5172,57,Moderate,PM2.5,19,Cedar, Grass,5/12/2011 5:00,5/12/2011,19,5,Thursday,Moderate,High
5173,60,Moderate,PM2.5,32,Cedar, Grass,5/11/2011 5:00,5/11/2011,19,5,Wednesday,Moderate,Very High
5174,62,Moderate,PM2.5,19,Cedar, Grass,5/10/2011 5:00,5/10/2011,19,5,Tuesday,Moderate,High
5175,71,Moderate,Ozone 8-hr,16,Cedar, Grass,5/9/2011 5:00,5/9/2011,19,5,Monday,Moderate,High
5176,48,Good,PM2.5,0,Unknown,Not on file,5/8/2011 5:00,5/8/2011,18,5,Sunday,Good,Low
5177,42,Good,Ozone 8-hr,0,Unknown,Not on file,5/7/2011 5:00,5/7/2011,18,5,Saturday,Good,Low
5178,46,Good,Ozone 8-hr,13,Cedar, Grass,5/6/2011 5:00,5/6/2011,18,5,Friday,Good,Moderate
5179,34,Good,Ozone 8-hr,21,Cedar, Maple,5/5/2011 5:00,5/5/2011,18,5,Thursday,Good,High
5180,31,Good,Ozone 8-hr,4,Cedar, Maple,5/4/2011 5:00,5/4/2011,18,5,Wednesday,Good,Low
5181,35,Good,PM2.5,15,Cedar, Maple,5/3/2011 5:00,5/3/2011,18,5,Tuesday,Good,Moderate
5182,44,Good,Ozone 8-hr,59,Unknown, Cedar,5/2/2011 5:00,5/2/2011,18,5,Monday,Good,Very High
5183,49,Good,PM2.5,0,Unknown,Not on file,5/1/2011 5:00,5/1/2011,17,5,Sunday,Good,Low
5184,44,Good,Ozone 8-hr,0,Unknown,Not on file,4/30/2011 5:00,4/30/2011,17,4,Saturday,Good,Low
5185,38,Good,Ozone 8-hr,45,Cedar, Maple,4/29/2011 5:00,4/29/2011,17,4,Friday,Good,Very High
5186,39,Good,Ozone 8-hr,3,Cedar, Maple,4/28/2011 5:00,4/28/2011,17,4,Thursday,Good,Low
5187,43,Good,Ozone 8-hr,4,Cedar, Maple,4/27/2011 5:00,4/27/2011,17,4,Wednesday,Good,Low
5188,43,Good,PM2.5,6,Cedar, Maple,4/26/2011 5:00,4/26/2011,17,4,Tuesday,Good,Moderate
5189,36,Good,PM2.5,47,Cedar, Maple,4/25/2011 5:00,4/25/2011,17,4,Monday,Good,Very High
5190,46,Good,PM2.5,0,Unknown,Not on file,4/24/2011 5:00,4/24/2011,16,4,Sunday,Good,Low
5191,50,Good,PM2.5,0,Unknown,Not on file,4/23/2011 5:00,4/23/2011,16,4,Saturday,Good,Low
5192,33,Good,PM2.5,77,Cedar, Maple,4/22/2011 5:00,4/22/2011,16,4,Friday,Good,Very High
5193,33,Good,Ozone 8-hr,18,Cedar, Maple,4/21/2011 5:00,4/21/2011,16,4,Thursday,Good,High
5194,60,Moderate,PM2.5,20,Cedar, Maple,4/20/2011 5:00,4/20/2011,16,4,Wednesday,Moderate,High
5195,56,Moderate,PM2.5,153,Cedar, Maple,4/19/2011 5:00,4/19/2011,16,4,Tuesday,Moderate,Very High
5196,42,Good,Ozone 8-hr,95,Cedar, Maple,4/18/2011 5:00,4/18/2011,16,4,Monday,Good,Very High
5197,29,Good,Ozone 8-hr,0,Unknown,Not on file,4/17/2011 5:00,4/17/2011,15,4,Sunday,Good,Low
5198,39,Good,Ozone 8-hr,0,Unknown,Not on file,4/16/2011 5:00,4/16/2011,15,4,Saturday,Good,Low
5199,64,Moderate,Ozone 8-hr,147,Cedar, Maple,4/15/2011 5:00,4/15/2011,15,4,Friday,Moderate,Very High
5200,48,Good,Ozone 8-hr,85,Cedar, Maple,4/14/2011 5:00,4/14/2011,15,4,Thursday,Good,Very High
5201,39,Good,Ozone 8-hr,141,Unknown, Cedar,4/13/2011 5:00,4/13/2011,15,4,Wednesday,Good,Very High
5202,28,Good,Ozone 8-hr,63,Cedar, Maple,4/12/2011 5:00,4/12/2011,15,4,Tuesday,Good,Very High
5203,46,Good,PM2.5,611,Cedar, Maple,4/11/2011 5:00,4/11/2011,15,4,Monday,Good,Very High
5204,55,Moderate,PM2.5,0,Unknown,Not on file,4/10/2011 5:00,4/10/2011,14,4,Sunday,Moderate,Low
5205,61,Moderate,PM2.5,0,Unknown,Not on file,4/9/2011 5:00,4/9/2011,14,4,Saturday,Moderate,Low
5206,47,Good,Ozone 8-hr,257,Cedar, Maple,4/8/2011 5:00,4/8/2011,14,4,Friday,Good,Very High
5207,45,Good,Ozone 8-hr,234,Cedar, Maple,4/7/2011 5:00,4/7/2011,14,4,Thursday,Good,Very High
5208,37,Good,Ozone 8-hr,47,Cedar, Maple,4/6/2011 5:00,4/6/2011,14,4,Wednesday,Good,Very High
5209,41,Good,Ozone 8-hr,7,Cedar, Maple,4/5/2011 5:00,4/5/2011,14,4,Tuesday,Good,Moderate
5210,46,Good,Ozone 8-hr,333,Cedar, Maple,4/4/2011 5:00,4/4/2011,14,4,Monday,Good,Very High
5211,42,Good,Ozone 8-hr,0,Unknown,Not on file,4/3/2011 5:00,4/3/2011,13,4,Sunday,Good,Low
5212,50,Good,PM2.5,0,Unknown,Not on file,4/2/2011 5:00,4/2/2011,13,4,Saturday,Good,Low
5213,53,Moderate,PM2.5,7,Cedar, Maple,4/1/2011 5:00,4/1/2011,13,4,Friday,Moderate,Moderate
5214,42,Good,PM2.5,12,Cedar, Maple,3/31/2011 5:00,3/31/2011,13,3,Thursday,Good,Moderate
5215,40,Good,PM2.5,19,Cedar, Maple,3/30/2011 5:00,3/30/2011,13,3,Wednesday,Good,High
5216,44,Good,PM2.5,11,Cedar, Maple,3/29/2011 5:00,3/29/2011,13,3,Tuesday,Good,Moderate
5217,36,Good,PM2.5,18,Cedar, Maple,3/28/2011 5:00,3/28/2011,13,3,Monday,Good,High
5218,36,Good,PM2.5,0,Unknown,Not on file,3/27/2011 5:00,3/27/2011,12,3,Sunday,Good,Low
5219,35,Good,PM2.5,0,Unknown,Not on file,3/26/2011 5:00,3/26/2011,12,3,Saturday,Good,Low
5220,25,Good,Ozone 8-hr,4,Cedar, Maple,3/25/2011 5:00,3/25/2011,12,3,Friday,Good,Low
5221,52,Moderate,PM2.5,55,Cedar, Maple,3/24/2011 5:00,3/24/2011,12,3,Thursday,Moderate,Very High
